case_id,oracle_depth,declared_max_steps,mutation_operator,size_class,scenario_policy,reference_bpr,faulty_bpr,bpr_delta,fault_detected,final_bpr,repair_delta_bpr,complete_repair,effective_repair,oracle_state_coverage,oracle_transition_coverage,oracle_event_coverage,scenario_count,mean_scenario_length,median_scenario_length,max_scenario_length,max_scenario_steps
case_000091,deep,25,unreachable_state_intro,large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,88,17.715909,17.0,25,25
case_000110,deep,25,unreachable_state_intro,medium,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,38,18.684211,17.0,25,25
case_000129,deep,25,unreachable_state_intro,small,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,19,20.315789,18,25,25
case_000148,deep,25,unreachable_state_intro,very_large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,258,17.244186,17.0,25,25
case_000099,deep,25,wrong_event,large,depth-forced,1.0,0.907633,0.092367,True,1.0,0.092367,True,True,1.0,1.0,1.0,88,17.715909,17.0,25,25
case_000118,deep,25,wrong_event,medium,depth-forced,1.0,0.761972,0.238028,True,1.0,0.238028,True,True,1.0,1.0,1.0,38,18.684211,17.0,25,25
case_000137,deep,25,wrong_event,small,depth-forced,1.0,0.425474,0.574526,True,1.0,0.574526,True,True,1.0,1.0,1.0,18,20.5,18.0,25,25
case_000080,deep,25,wrong_event,very_large,depth-forced,1.0,0.982382,0.017618,True,1.0,0.017618,True,True,1.0,1.0,1.0,260,17.246154,17.0,25,25
case_000119,deep,25,wrong_initial_state,large,depth-forced,1.0,0.0,1.0,True,0.512508,0.512508,False,True,1.0,1.0,1.0,88,17.715909,17.0,25,25
case_000138,deep,25,wrong_initial_state,medium,depth-forced,1.0,0.0,1.0,True,0.198347,0.198347,False,True,1.0,1.0,1.0,39,18.615385,17,25,25
case_000081,deep,25,wrong_initial_state,small,depth-forced,1.0,0.0,1.0,True,0.593264,0.593264,False,True,1.0,1.0,1.0,19,20.315789,18,25,25
case_000100,deep,25,wrong_initial_state,very_large,depth-forced,1.0,0.0,1.0,True,0.357883,0.357883,False,True,1.0,1.0,1.0,263,17.243346,17,25,25
case_000079,deep,25,wrong_source,large,depth-forced,1.0,0.809765,0.190235,True,0.852251,0.042486,False,True,1.0,1.0,1.0,89,17.719101,17,25,25
case_000098,deep,25,wrong_source,medium,depth-forced,1.0,0.830986,0.169014,True,1.0,0.169014,True,True,1.0,1.0,1.0,38,18.684211,17.0,25,25
case_000117,deep,25,wrong_source,small,depth-forced,1.0,0.140921,0.859079,True,1.0,0.859079,True,True,1.0,1.0,1.0,18,20.5,18.0,25,25
case_000136,deep,25,wrong_source,very_large,depth-forced,1.0,0.910667,0.089333,True,0.972667,0.062,False,True,1.0,1.0,1.0,261,17.241379,17,25,25
case_000135,deep,25,wrong_target,large,depth-forced,1.0,0.987952,0.012048,True,0.987952,0.0,False,False,1.0,1.0,1.0,89,17.719101,17,25,25
case_000078,deep,25,wrong_target,medium,depth-forced,1.0,0.853521,0.146479,True,0.853521,0.0,False,False,1.0,1.0,1.0,38,18.684211,17.0,25,25
case_000097,deep,25,wrong_target,small,depth-forced,1.0,0.265583,0.734417,True,0.265583,0.0,False,False,1.0,1.0,1.0,18,20.5,18.0,25,25
case_000116,deep,25,wrong_target,very_large,depth-forced,1.0,0.9794,0.0206,True,0.9794,0.0,False,False,1.0,1.0,1.0,259,17.243243,17,25,25
case_000163,deep,25,action_corruption,large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,88,17.715909,17.0,25,25
case_000182,deep,25,action_corruption,medium,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,38,18.684211,17.0,25,25
case_000201,deep,25,action_corruption,small,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,19,20.315789,18,25,25
case_000220,deep,25,action_corruption,very_large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,259,17.243243,17,25,25
case_000227,deep,25,action_full_mutation,large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,88,17.715909,17.0,25,25
case_000170,deep,25,action_full_mutation,medium,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,38,18.684211,17.0,25,25
case_000189,deep,25,action_full_mutation,small,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,19,20.315789,18,25,25
case_000208,deep,25,action_full_mutation,very_large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,258,17.244186,17.0,25,25
case_000159,deep,25,dead_state_intro,large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,88,17.715909,17.0,25,25
case_000178,deep,25,dead_state_intro,medium,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,38,18.684211,17.0,25,25
case_000197,deep,25,dead_state_intro,small,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,18,20.5,18.0,25,25
case_000216,deep,25,dead_state_intro,very_large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,261,17.241379,17,25,25
case_000203,deep,25,delay_corruption,large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,90,17.7,17.0,25,25
case_000222,deep,25,delay_corruption,medium,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,38,18.684211,17.0,25,25
case_000165,deep,25,delay_corruption,small,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,18,20.5,18.0,25,25
case_000184,deep,25,delay_corruption,very_large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,260,17.246154,17.0,25,25
case_000215,deep,25,duplicate_transition,large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,88,17.715909,17.0,25,25
case_000158,deep,25,duplicate_transition,medium,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,38,18.684211,17.0,25,25
case_000177,deep,25,duplicate_transition,small,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,18,20.5,18.0,25,25
case_000196,deep,25,duplicate_transition,very_large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,260,17.246154,17.0,25,25
case_000179,deep,25,guard_flip,large,depth-forced,1.0,0.899294,0.100706,True,1.0,0.100706,True,True,1.0,1.0,1.0,88,17.715909,17.0,25,25
case_000198,deep,25,guard_flip,medium,depth-forced,1.0,0.887324,0.112676,True,1.0,0.112676,True,True,1.0,1.0,1.0,38,18.684211,17.0,25,25
case_000217,deep,25,guard_flip,small,depth-forced,1.0,0.636856,0.363144,True,1.0,0.363144,True,True,1.0,1.0,1.0,18,20.5,18.0,25,25
case_000160,deep,25,guard_flip,very_large,depth-forced,1.0,0.915137,0.084863,True,1.0,0.084863,True,True,1.0,1.0,1.0,259,17.243243,17,25,25
case_000207,deep,25,guard_inter_class,large,depth-forced,1.0,0.839641,0.160359,True,1.0,0.160359,True,True,1.0,1.0,1.0,88,17.715909,17.0,25,25
case_000226,deep,25,guard_inter_class,medium,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,39,18.615385,17,25,25
case_000169,deep,25,guard_inter_class,small,depth-forced,1.0,0.349593,0.650407,True,1.0,0.650407,True,True,1.0,1.0,1.0,18,20.5,18.0,25,25
case_000188,deep,25,guard_inter_class,very_large,depth-forced,1.0,0.970219,0.029781,True,1.0,0.029781,True,True,1.0,1.0,1.0,259,17.243243,17,25,25
case_000219,deep,25,guard_strengthen,large,depth-forced,1.0,0.825529,0.174471,True,1.0,0.174471,True,True,1.0,1.0,1.0,88,17.715909,17.0,25,25
case_000162,deep,25,guard_strengthen,medium,depth-forced,1.0,0.752355,0.247645,True,1.0,0.247645,True,True,1.0,1.0,1.0,40,18.575,17.0,25,25
case_000181,deep,25,guard_strengthen,small,depth-forced,1.0,0.596206,0.403794,True,1.0,0.403794,True,True,1.0,1.0,1.0,18,20.5,18.0,25,25
case_000200,deep,25,guard_strengthen,very_large,depth-forced,1.0,0.956,0.044,True,1.0,0.044,True,True,1.0,1.0,1.0,261,17.241379,17,25,25
case_000199,deep,25,guard_weaken,large,depth-forced,1.0,0.863374,0.136626,True,1.0,0.136626,True,True,1.0,1.0,1.0,88,17.715909,17.0,25,25
case_000218,deep,25,guard_weaken,medium,depth-forced,1.0,0.752066,0.247934,True,1.0,0.247934,True,True,1.0,1.0,1.0,39,18.615385,17,25,25
case_000161,deep,25,guard_weaken,small,depth-forced,1.0,0.205962,0.794038,True,1.0,0.794038,True,True,1.0,1.0,1.0,18,20.5,18.0,25,25
case_000180,deep,25,guard_weaken,very_large,depth-forced,1.0,0.962688,0.037312,True,1.0,0.037312,True,True,1.0,1.0,1.0,258,17.244186,17.0,25,25
case_000191,deep,25,missing_transition,large,depth-forced,1.0,0.921745,0.078255,True,1.0,0.078255,True,True,1.0,1.0,1.0,88,17.715909,17.0,25,25
case_000210,deep,25,missing_transition,medium,depth-forced,1.0,0.958678,0.041322,True,1.0,0.041322,True,True,1.0,1.0,1.0,39,18.615385,17,25,25
case_000153,deep,25,missing_transition,small,depth-forced,1.0,0.243902,0.756098,True,1.0,0.756098,True,True,1.0,1.0,1.0,18,20.5,18.0,25,25
case_000172,deep,25,missing_transition,very_large,depth-forced,1.0,0.982159,0.017841,True,1.0,0.017841,True,True,1.0,1.0,1.0,260,17.246154,17.0,25,25
case_000223,deep,25,nondeterminism_intro,large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,89,17.719101,17,25,25
case_000166,deep,25,nondeterminism_intro,medium,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,38,18.684211,17.0,25,25
case_000185,deep,25,nondeterminism_intro,small,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,18,20.5,18.0,25,25
case_000204,deep,25,nondeterminism_intro,very_large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,261,17.241379,17,25,25
case_000183,deep,25,timeout_corruption,large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,88,17.715909,17.0,25,25
case_000202,deep,25,timeout_corruption,medium,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,39,18.615385,17,25,25
case_000221,deep,25,timeout_corruption,small,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,19,20.315789,18,25,25
case_000164,deep,25,timeout_corruption,very_large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,258,17.244186,17.0,25,25
case_000167,deep,25,unreachable_state_intro,large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,88,17.715909,17.0,25,25
case_000186,deep,25,unreachable_state_intro,medium,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,38,18.684211,17.0,25,25
case_000205,deep,25,unreachable_state_intro,small,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,18,20.5,18.0,25,25
case_000224,deep,25,unreachable_state_intro,very_large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,258,17.244186,17.0,25,25
case_000175,deep,25,wrong_event,large,depth-forced,1.0,0.846055,0.153945,True,1.0,0.153945,True,True,1.0,1.0,1.0,88,17.715909,17.0,25,25
case_000194,deep,25,wrong_event,medium,depth-forced,1.0,0.62259,0.37741,True,1.0,0.37741,True,True,1.0,1.0,1.0,39,18.615385,17,25,25
case_000213,deep,25,wrong_event,small,depth-forced,1.0,0.837398,0.162602,True,1.0,0.162602,True,True,1.0,1.0,1.0,18,20.5,18.0,25,25
case_000156,deep,25,wrong_event,very_large,depth-forced,1.0,0.954597,0.045403,True,1.0,0.045403,True,True,1.0,1.0,1.0,258,17.244186,17.0,25,25
case_000195,deep,25,wrong_initial_state,large,depth-forced,1.0,0.0,1.0,True,0.842207,0.842207,False,True,1.0,1.0,1.0,88,17.715909,17.0,25,25
case_000214,deep,25,wrong_initial_state,medium,depth-forced,1.0,0.0,1.0,True,0.416901,0.416901,False,True,1.0,1.0,1.0,38,18.684211,17.0,25,25
case_000157,deep,25,wrong_initial_state,small,depth-forced,1.0,0.0,1.0,True,0.518135,0.518135,False,True,1.0,1.0,1.0,19,20.315789,18,25,25
case_000176,deep,25,wrong_initial_state,very_large,depth-forced,1.0,0.0,1.0,True,0.634478,0.634478,False,True,1.0,1.0,1.0,260,17.246154,17.0,25,25
case_000155,deep,25,wrong_source,large,depth-forced,1.0,0.911482,0.088518,True,1.0,0.088518,True,True,1.0,1.0,1.0,88,17.715909,17.0,25,25
case_000174,deep,25,wrong_source,medium,depth-forced,1.0,0.847887,0.152113,True,1.0,0.152113,True,True,1.0,1.0,1.0,38,18.684211,17.0,25,25
case_000193,deep,25,wrong_source,small,depth-forced,1.0,0.533679,0.466321,True,1.0,0.466321,True,True,1.0,1.0,1.0,19,20.315789,18,25,25
case_000212,deep,25,wrong_source,very_large,depth-forced,1.0,0.932569,0.067431,True,0.981344,0.048775,False,True,1.0,1.0,1.0,258,17.244186,17.0,25,25
case_000011,exhaustive_like,40,action_corruption,large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,96,32.125,31.0,40,40
case_000030,exhaustive_like,40,action_corruption,medium,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,43,33.488372,32,40,40
case_000049,exhaustive_like,40,action_corruption,small,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,22,35.863636,40.0,40,40
case_000068,exhaustive_like,40,action_corruption,very_large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,263,31.406844,31,40,40
case_000075,exhaustive_like,40,action_full_mutation,large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,92,32.163043,31.0,40,40
case_000018,exhaustive_like,40,action_full_mutation,medium,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,44,33.431818,31.5,40,40
case_000037,exhaustive_like,40,action_full_mutation,small,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,22,35.863636,40.0,40,40
case_000056,exhaustive_like,40,action_full_mutation,very_large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,262,31.408397,31.0,40,40
case_000007,exhaustive_like,40,dead_state_intro,large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,92,32.163043,31.0,40,40
case_000026,exhaustive_like,40,dead_state_intro,medium,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,42,33.571429,32.0,40,40
case_000045,exhaustive_like,40,dead_state_intro,small,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,22,35.863636,40.0,40,40
case_000064,exhaustive_like,40,dead_state_intro,very_large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,262,31.408397,31.0,40,40
case_000051,exhaustive_like,40,delay_corruption,large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,92,32.163043,31.0,40,40
case_000070,exhaustive_like,40,delay_corruption,medium,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,42,33.571429,32.0,40,40
case_000013,exhaustive_like,40,delay_corruption,small,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,23,35.652174,40,40,40
case_000032,exhaustive_like,40,delay_corruption,very_large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,262,31.408397,31.0,40,40
case_000063,exhaustive_like,40,duplicate_transition,large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,93,32.16129,31,40,40
case_000006,exhaustive_like,40,duplicate_transition,medium,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,42,33.571429,32.0,40,40
case_000025,exhaustive_like,40,duplicate_transition,small,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,22,35.863636,40.0,40,40
case_000044,exhaustive_like,40,duplicate_transition,very_large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,262,31.408397,31.0,40,40
case_000027,exhaustive_like,40,guard_flip,large,depth-forced,1.0,0.576546,0.423454,True,1.0,0.423454,True,True,1.0,1.0,1.0,92,32.163043,31.0,40,40
case_000046,exhaustive_like,40,guard_flip,medium,depth-forced,1.0,0.782979,0.217021,True,1.0,0.217021,True,True,1.0,1.0,1.0,42,33.571429,32.0,40,40
case_000065,exhaustive_like,40,guard_flip,small,depth-forced,1.0,0.283904,0.716096,True,1.0,0.716096,True,True,1.0,1.0,1.0,22,35.863636,40.0,40,40
case_000008,exhaustive_like,40,guard_flip,very_large,depth-forced,1.0,0.925462,0.074538,True,1.0,0.074538,True,True,1.0,1.0,1.0,267,31.404494,31,40,40
case_000055,exhaustive_like,40,guard_inter_class,large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,92,32.163043,31.0,40,40
case_000074,exhaustive_like,40,guard_inter_class,medium,depth-forced,1.0,0.92766,0.07234,True,1.0,0.07234,True,True,1.0,1.0,1.0,42,33.571429,32.0,40,40
case_000017,exhaustive_like,40,guard_inter_class,small,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,23,35.652174,40,40,40
case_000036,exhaustive_like,40,guard_inter_class,very_large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,265,31.403774,31,40,40
case_000067,exhaustive_like,40,guard_strengthen,large,depth-forced,1.0,0.739777,0.260223,True,1.0,0.260223,True,True,1.0,1.0,1.0,92,32.163043,31.0,40,40
case_000010,exhaustive_like,40,guard_strengthen,medium,depth-forced,1.0,0.756028,0.243972,True,1.0,0.243972,True,True,1.0,1.0,1.0,42,33.571429,32.0,40,40
case_000029,exhaustive_like,40,guard_strengthen,small,depth-forced,1.0,0.25602,0.74398,True,1.0,0.74398,True,True,1.0,1.0,1.0,22,35.863636,40.0,40,40
case_000048,exhaustive_like,40,guard_strengthen,very_large,depth-forced,1.0,0.943493,0.056507,True,1.0,0.056507,True,True,1.0,1.0,1.0,262,31.408397,31.0,40,40
case_000047,exhaustive_like,40,guard_weaken,large,depth-forced,1.0,0.917431,0.082569,True,1.0,0.082569,True,True,1.0,1.0,1.0,95,32.126316,31,40,40
case_000066,exhaustive_like,40,guard_weaken,medium,depth-forced,1.0,0.494326,0.505674,True,1.0,0.505674,True,True,1.0,1.0,1.0,42,33.571429,32.0,40,40
case_000009,exhaustive_like,40,guard_weaken,small,depth-forced,1.0,0.279268,0.720732,True,1.0,0.720732,True,True,1.0,1.0,1.0,23,35.652174,40,40,40
case_000028,exhaustive_like,40,guard_weaken,very_large,depth-forced,1.0,0.922374,0.077626,True,1.0,0.077626,True,True,1.0,1.0,1.0,265,31.403774,31,40,40
case_000039,exhaustive_like,40,missing_transition,large,depth-forced,1.0,0.892531,0.107469,True,1.0,0.107469,True,True,1.0,1.0,1.0,92,32.163043,31.0,40,40
case_000058,exhaustive_like,40,missing_transition,medium,depth-forced,1.0,0.780556,0.219444,True,1.0,0.219444,True,True,1.0,1.0,1.0,43,33.488372,32,40,40
case_000001,exhaustive_like,40,missing_transition,small,depth-forced,1.0,0.192649,0.807351,True,1.0,0.807351,True,True,1.0,1.0,1.0,22,35.863636,40.0,40,40
case_000020,exhaustive_like,40,missing_transition,very_large,depth-forced,1.0,0.866586,0.133414,True,1.0,0.133414,True,True,1.0,1.0,1.0,263,31.406844,31,40,40
case_000071,exhaustive_like,40,nondeterminism_intro,large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,92,32.163043,31.0,40,40
case_000014,exhaustive_like,40,nondeterminism_intro,medium,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,42,33.571429,32.0,40,40
case_000033,exhaustive_like,40,nondeterminism_intro,small,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,22,35.863636,40.0,40,40
case_000052,exhaustive_like,40,nondeterminism_intro,very_large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,262,31.408397,31.0,40,40
case_000031,exhaustive_like,40,timeout_corruption,large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,93,32.16129,31,40,40
case_000050,exhaustive_like,40,timeout_corruption,medium,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,43,33.488372,32,40,40
case_000069,exhaustive_like,40,timeout_corruption,small,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,23,35.652174,40,40,40
case_000012,exhaustive_like,40,timeout_corruption,very_large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,264,31.409091,31.0,40,40
case_000015,exhaustive_like,40,unreachable_state_intro,large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,92,32.163043,31.0,40,40
case_000034,exhaustive_like,40,unreachable_state_intro,medium,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,44,33.431818,31.5,40,40
case_000053,exhaustive_like,40,unreachable_state_intro,small,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,23,35.652174,40,40,40
case_000072,exhaustive_like,40,unreachable_state_intro,very_large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,264,31.409091,31.0,40,40
case_000023,exhaustive_like,40,wrong_event,large,depth-forced,1.0,0.744901,0.255099,True,1.0,0.255099,True,True,1.0,1.0,1.0,93,32.16129,31,40,40
case_000042,exhaustive_like,40,wrong_event,medium,depth-forced,1.0,0.519149,0.480851,True,1.0,0.480851,True,True,1.0,1.0,1.0,42,33.571429,32.0,40,40
case_000061,exhaustive_like,40,wrong_event,small,depth-forced,1.0,0.107731,0.892269,True,1.0,0.892269,True,True,1.0,1.0,1.0,22,35.863636,40.0,40,40
case_000004,exhaustive_like,40,wrong_event,very_large,depth-forced,1.0,0.920768,0.079232,True,1.0,0.079232,True,True,1.0,1.0,1.0,262,31.408397,31.0,40,40
case_000043,exhaustive_like,40,wrong_initial_state,large,depth-forced,1.0,0.0,1.0,True,0.809057,0.809057,False,True,1.0,1.0,1.0,92,32.163043,31.0,40,40
case_000062,exhaustive_like,40,wrong_initial_state,medium,depth-forced,1.0,0.0,1.0,True,0.466667,0.466667,False,True,1.0,1.0,1.0,42,33.571429,32.0,40,40
case_000005,exhaustive_like,40,wrong_initial_state,small,depth-forced,1.0,0.0,1.0,True,0.0,0.0,False,False,1.0,1.0,1.0,22,35.863636,40.0,40,40
case_000024,exhaustive_like,40,wrong_initial_state,very_large,depth-forced,1.0,0.0,1.0,True,0.700894,0.700894,False,True,1.0,1.0,1.0,267,31.404494,31,40,40
case_000003,exhaustive_like,40,wrong_source,large,depth-forced,1.0,0.782021,0.217979,True,1.0,0.217979,True,True,1.0,1.0,1.0,92,32.163043,31.0,40,40
case_000022,exhaustive_like,40,wrong_source,medium,depth-forced,1.0,0.738298,0.261702,True,1.0,0.261702,True,True,1.0,1.0,1.0,42,33.571429,32.0,40,40
case_000041,exhaustive_like,40,wrong_source,small,depth-forced,1.0,0.288973,0.711027,True,1.0,0.711027,True,True,1.0,1.0,1.0,22,35.863636,40.0,40,40
case_000060,exhaustive_like,40,wrong_source,very_large,depth-forced,1.0,0.93693,0.06307,True,1.0,0.06307,True,True,1.0,1.0,1.0,262,31.408397,31.0,40,40
case_000059,exhaustive_like,40,wrong_target,large,depth-forced,1.0,0.876964,0.123036,True,0.876964,0.0,False,False,1.0,1.0,1.0,93,32.16129,31,40,40
case_000002,exhaustive_like,40,wrong_target,medium,depth-forced,1.0,0.693056,0.306944,True,0.693056,0.0,False,False,1.0,1.0,1.0,43,33.488372,32,40,40
case_000021,exhaustive_like,40,wrong_target,small,depth-forced,1.0,0.370089,0.629911,True,0.370089,0.0,False,False,1.0,1.0,1.0,22,35.863636,40.0,40,40
case_000040,exhaustive_like,40,wrong_target,very_large,depth-forced,1.0,0.887167,0.112833,True,0.887167,0.0,False,False,1.0,1.0,1.0,265,31.403774,31,40,40
case_000087,exhaustive_like,40,action_corruption,large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,92,32.163043,31.0,40,40
case_000106,exhaustive_like,40,action_corruption,medium,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,44,33.431818,31.5,40,40
case_000125,exhaustive_like,40,action_corruption,small,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,22,35.863636,40.0,40,40
case_000144,exhaustive_like,40,action_corruption,very_large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,262,31.408397,31.0,40,40
case_000151,exhaustive_like,40,action_full_mutation,large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,93,32.16129,31,40,40
case_000094,exhaustive_like,40,action_full_mutation,medium,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,42,33.571429,32.0,40,40
case_000113,exhaustive_like,40,action_full_mutation,small,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,23,35.652174,40,40,40
case_000132,exhaustive_like,40,action_full_mutation,very_large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,262,31.408397,31.0,40,40
case_000083,exhaustive_like,40,dead_state_intro,large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,92,32.163043,31.0,40,40
case_000102,exhaustive_like,40,dead_state_intro,medium,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,44,33.431818,31.5,40,40
case_000121,exhaustive_like,40,dead_state_intro,small,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,22,35.863636,40.0,40,40
case_000140,exhaustive_like,40,dead_state_intro,very_large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,267,31.404494,31,40,40
case_000127,exhaustive_like,40,delay_corruption,large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,92,32.163043,31.0,40,40
case_000146,exhaustive_like,40,delay_corruption,medium,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,42,33.571429,32.0,40,40
case_000089,exhaustive_like,40,delay_corruption,small,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,22,35.863636,40.0,40,40
